[INFO] [launch]: All log files can be found below /home/jatin-satyam/.ros/log/2026-02-27-17-38-40-075500-jatin-satyam-OMEN-by-HP-Gaming-Laptop-16-wf0xxx-5884
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [python3-1]: process started with pid [5888]
[INFO] [python3-2]: process started with pid [5889]
[python3-2] [INFO] [1772239121.144021226] [cylinder_mission_node]: Camera intrinsics received.
[python3-2] [INFO] [1772239121.388083591] [cylinder_mission_node]: Locked battery_at_mission_start: 0.9889
[python3-2] [INFO] [1772239121.388466524] [cylinder_mission_node]: Intrinsics and battery OK. Moving to ARM_TAKEOFF.
[python3-2] [INFO] [1772239121.793605137] [cylinder_mission_node]: Offboard mode command sent
[python3-2] [INFO] [1772239121.793956087] [cylinder_mission_node]: Arm command sent
[python3-2] [INFO] [1772239128.900654543] [cylinder_mission_node]: Vertical takeoff complete. Proceeding to circle entry point.
[python3-2] [INFO] [1772239131.993325945] [cylinder_mission_node]: Reached circle entry point. Switching to CIRCLE.
[python3-2] [INFO] [1772239145.051251901] [cylinder_mission_node]: Detected potential cylinder. Switching to SERVO state.
[python3-2] [INFO] [1772239148.893922594] [cylinder_mission_node]: Reached ~15m from cylinder. Going to HOVER to measure.
[python3-2] [INFO] [1772239155.902004051] [cylinder_mission_node]: 7s hover done. Checking measurement.
[python3-2] [INFO] [1772239155.903641410] [cylinder_mission_node]: [Cylinder Dimensions] Width=1.73 m, Height=7.01 m
[python3-2] [INFO] [1772239155.904919494] [cylinder_mission_node]: New cylinder dimension recorded. Resuming circle flight.
[python3-2] [INFO] [1772239155.906270687] [cylinder_mission_node]: Rejoining circle from theta = -2.59 rad
[python3-2] [INFO] [1772239161.932598753] [cylinder_mission_node]: Detected potential cylinder. Switching to SERVO state.
[python3-2] [INFO] [1772239165.699396334] [cylinder_mission_node]: Reached ~15m from cylinder. Going to HOVER to measure.
[python3-2] [INFO] [1772239172.800458603] [cylinder_mission_node]: 7s hover done. Checking measurement.
[python3-2] [INFO] [1772239172.801363989] [cylinder_mission_node]: [Cylinder Dimensions] Width=1.04 m, Height=10.05 m
[python3-2] [INFO] [1772239172.802113658] [cylinder_mission_node]: New cylinder dimension recorded. Resuming circle flight.
[python3-2] [INFO] [1772239172.802879778] [cylinder_mission_node]: Rejoining circle from theta = 2.68 rad
[python3-2] [INFO] [1772239198.802584309] [cylinder_mission_node]: Detected potential cylinder. Switching to SERVO state.
[python3-2] [INFO] [1772239203.794435919] [cylinder_mission_node]: Reached ~15m from cylinder. Going to HOVER to measure.
[python3-2] [INFO] [1772239210.897767388] [cylinder_mission_node]: 7s hover done. Checking measurement.
[python3-2] [INFO] [1772239210.899139885] [cylinder_mission_node]: [Cylinder Dimensions] Width=1.73 m, Height=7.03 m
[python3-2] [INFO] [1772239210.900480247] [cylinder_mission_node]: This cylinder matches a previously seen one. Mission done, landing.
[python3-2] [INFO] [1772239214.925790485] [cylinder_mission_node]: Updated Marker 1: x=0.65, y=-5.49, z=8.79
[python3-2] [INFO] [1772239214.939323200] [cylinder_mission_node]: Updated Marker 1: x=0.62, y=-5.41, z=8.79
[python3-2] [INFO] [1772239214.982853186] [cylinder_mission_node]: Updated Marker 1: x=0.61, y=-5.5, z=9.06
[python3-2] [INFO] [1772239215.007728582] [cylinder_mission_node]: Updated Marker 1: x=0.58, y=-5.51, z=9.23
[python3-2] [INFO] [1772239215.038198396] [cylinder_mission_node]: Updated Marker 1: x=0.55, y=-5.49, z=9.32
[python3-2] [INFO] [1772239215.075659108] [cylinder_mission_node]: Updated Marker 1: x=0.51, y=-5.31, z=9.14
[python3-2] [INFO] [1772239215.105677381] [cylinder_mission_node]: Updated Marker 1: x=0.48, y=-5.3, z=9.23
[python3-2] [INFO] [1772239215.138214056] [cylinder_mission_node]: Updated Marker 1: x=0.47, y=-5.48, z=9.71
[python3-2] [INFO] [1772239215.183545781] [cylinder_mission_node]: Updated Marker 1: x=0.43, y=-5.29, z=9.51
[python3-2] [INFO] [1772239215.203290750] [cylinder_mission_node]: Updated Marker 1: x=0.42, y=-5.44, z=9.91
[python3-2] [INFO] [1772239215.236925874] [cylinder_mission_node]: Updated Marker 1: x=0.38, y=-5.26, z=9.7
[python3-2] [INFO] [1772239215.272817282] [cylinder_mission_node]: Updated Marker 1: x=0.36, y=-5.29, z=9.91
[python3-2] [INFO] [1772239215.307186747] [cylinder_mission_node]: Updated Marker 1: x=0.35, y=-5.33, z=10.13
[python3-2] [INFO] [1772239215.343956264] [cylinder_mission_node]: Updated Marker 1: x=0.33, y=-5.5, z=10.58
[python3-2] [INFO] [1772239215.378479207] [cylinder_mission_node]: Updated Marker 1: x=0.29, y=-5.19, z=10.12
[python3-2] [INFO] [1772239215.420143271] [cylinder_mission_node]: Updated Marker 1: x=0.29, y=-5.24, z=10.35
[python3-2] [INFO] [1772239215.448960731] [cylinder_mission_node]: Updated Marker 1: x=0.27, y=-5.23, z=10.46
[python3-2] [INFO] [1772239215.481972111] [cylinder_mission_node]: Updated Marker 1: x=0.26, y=-5.17, z=10.45
[python3-2] [INFO] [1772239215.521484126] [cylinder_mission_node]: Updated Marker 1: x=0.25, y=-5.18, z=10.59
[python3-2] [INFO] [1772239215.563246725] [cylinder_mission_node]: Updated Marker 1: x=0.25, y=-5.12, z=10.59
[python3-2] [INFO] [1772239215.581855843] [cylinder_mission_node]: Updated Marker 1: x=0.25, y=-5.19, z=10.83
[python3-2] [INFO] [1772239215.623208864] [cylinder_mission_node]: Updated Marker 1: x=0.25, y=-5.13, z=10.83
[python3-2] [INFO] [1772239215.647013724] [cylinder_mission_node]: Updated Marker 1: x=0.27, y=-5.21, z=11.09
